분류,장소명,카카오맵_장소명,위도,경도,주소
박물관/전시관/미술관,본태박물관,본태박물관,33.3037709,126.3924797,제주특별자치도 서귀포시 안덕면 상천리 380
박물관/전시관/미술관,봉황솟대박물관,봉황솟대박물관,33.31575925,126.2624909,제주특별자치도 제주시 한경면 청수리 20-1
박물관/전시관/미술관,세계조가비박물관,세계조가비박물관,33.24744339,126.5515832,제주특별자치도 서귀포시 서홍동 557-1
박물관/전시관/미술관,신영영화박물관무비스타,제주신영영화박물관,33.27434687,126.704252,제주특별자치도 서귀포시 남원읍 남원리 2380
박물관/전시관/미술관,아프리카박물관,아프리카박물관,33.23974044,126.4293493,제주특별자치도 서귀포시 대포동 1833
박물관/전시관/미술관,제주세계자연유산센터,제주 세계자연유산센터,33.45688437,126.7147213,제주특별자치도 제주시 조천읍 선흘리 478
박물관/전시관/미술관,제주교육박물관,제주교육박물관,33.49467315,126.5379723,제주특별자치도 제주시 이도2동 539-14
박물관/전시관/미술관,제주도민속자연사박물관,제주특별자치도 민속자연사박물관,33.50634441,126.5315261,제주특별자치도 제주시 일도2동 996-1
박물관/전시관/미술관,제주돌문화공원,제주돌문화공원,33.44821824,126.6590636,제주특별자치도 제주시 조천읍 교래리 산 119
박물관/전시관/미술관,제주세계성문화박물관,제주월드컵경기장 세계성문화박물관,33.24577538,126.5081728,제주특별자치도 서귀포시 법환동 914
박물관/전시관/미술관,제주유리박물관,제주유리박물관,33.27854172,126.3701579,제주특별자치도 서귀포시 상예동 4303
박물관/전시관/미술관,제주테지움,테디베어 사파리,33.41248458,126.3933945,제주특별자치도 제주시 애월읍 소길리 155-114
박물관/전시관/미술관,제주평화박물관,제주평화박물관(2020년8월31일 까지 휴업),33.30564319,126.2492274,제주특별자치도 제주시 한경면 청수리 1166
박물관/전시관/미술관,조안베어뮤지엄,조안베어뮤지엄,33.24025246,126.4340627,제주특별자치도 서귀포시 대포동 1959
박물관/전시관/미술관,초콜릿박물관,초콜릿박물관,33.2570371,126.2299707,제주특별자치도 서귀포시 대정읍 일과리 551-18
박물관/전시관/미술관,테디베어뮤지엄제주,테디베어뮤지엄 제주점,33.25029595,126.4121631,제주특별자치도 서귀포시 색달동 2889
박물관/전시관/미술관,피규어뮤지엄제주,피규어뮤지엄제주,33.28190641,126.3553565,제주특별자치도 서귀포시 안덕면 상창리 1875-8
박물관/전시관/미술관,해녀박물관,제주해녀박물관,33.52358922,126.8634192,제주특별자치도 제주시 구좌읍 하도리 3204-1
박물관/전시관/미술관,갓전시관,갓전시관,33.43719224,126.6706477,제주특별자치도 제주시 조천읍 교래리 457-1
박물관/전시관/미술관,고흐의정원,고흐의정원,33.37337564,126.8437184,제주특별자치도 서귀포시 성산읍 삼달리 1184
박물관/전시관/미술관,방림원,방림원,33.33714489,126.2685364,제주특별자치도 제주시 한경면 저지리 2120-91
박물관/전시관/미술관,서귀포천문과학문화관,서귀포천문과학문화관,33.28886609,126.4604245,제주특별자치도 서귀포시 하원동 산 70
박물관/전시관/미술관,서복전시관,서복전시관,33.24491119,126.5708889,제주특별자치도 서귀포시 서귀동 102-3
박물관/전시관/미술관,아쿠아플라넷제주,한화아쿠아플라넷 제주,33.43305363,126.9278792,제주특별자치도 서귀포시 성산읍 고성리 127-1
박물관/전시관/미술관,제주추사관,제주추사관,33.24997299,126.2782213,제주특별자치도 서귀포시 대정읍 안성리 1661-1
박물관/전시관/미술관,제주국제평화센터,제주국제평화센터,33.24530962,126.4217033,제주특별자치도 서귀포시 중문동 2574-1
박물관/전시관/미술관,제주통일관,제주통일관,33.506713,126.5307708,제주특별자치도 제주시 일도2동 968-2
박물관/전시관/미술관,캐릭파크,캐릭파크,33.47955699,126.7005655,제주특별자치도 제주시 조천읍 선흘리 2013-2
박물관/전시관/미술관,트랜스포머오토봇얼라이언스,제주신화월드 트랜스포머오토봇얼라이언스,33.30266572,126.3171528,제주특별자치도 서귀포시 안덕면 서광리 산 24-15
박물관/전시관/미술관,하멜상선전시관,하멜상선전시관,33.23331003,126.3137024,제주특별자치도 서귀포시 안덕면 사계리 116-7
박물관/전시관/미술관,한국야구명예전당,한국야구명예의전당,33.26055208,126.4984484,제주특별자치도 서귀포시 강정동 1479-1
박물관/전시관/미술관,헬로키티아일랜드,헬로키티아일랜드,33.28995334,126.3520703,제주특별자치도 서귀포시 안덕면 상창리 1963-2
산업,넥슨컴퓨터박물관,넥슨컴퓨터박물관,33.47175131,126.4849796,제주특별자치도 제주시 노형동 86
산업,맥파이브루어리,맥파이 양조장&탭룸,33.5032054,126.6171779,제주특별자치도 제주시 회천동 1309
산업,신화워터파크,신화워터파크,33.30607049,126.315405,제주특별자치도 서귀포시 안덕면 서광리 산 24
산업,신화테마파크,신화테마파크,33.30475888,126.3152821,제주특별자치도 서귀포시 안덕면 서광리 산 35-20
산업,정석항공관,정석 항공관 주차장1,33.39232491,126.7240685,제주특별자치도 서귀포시 표선면 가시리 산 52-4
산업,제주맥주,브라운탭 제주중문수제맥주,33.25095014,126.4332522,제주특별자치도 서귀포시 중문동 1884-5
산업,플레이케이팝,플레이케이팝 별이빛나는밤에,33.24951837,126.4132285,제주특별자치도 서귀포시 색달동 2864-36
자연,문섬,문섬,33.227111,126.566015,제주특별자치도 서귀포시 서귀동 산 4
자연,섶섬,섶섬,33.231022,126.598701,제주특별자치도 서귀포시 보목동
자연,범섬,범섬,33.218088,126.516772,제주특별자치도 서귀포시 법환동
자연,새섬,새섬,33.236859,126.562072,제주특별자치도 서귀포시 서귀동 산 3-2
자연,수월봉,수월봉,33.29485,126.162599,제주특별자치도 제주시 한경면 노을해안로 1013-70
자연,걸매생태공원,걸매생태공원,33.250535,126.55514,제주특별자치도 서귀포시 서홍로 4-42
체험관광지,물드리네,물드리네,33.322824,126.226994,제주특별자치도 제주시 한경면 낙산로 4-28
체험관광지,제주샘주,제주샘주,33.444886,126.337423,제주특별자치도 제주시 애월읍 애원로 283
체험관광지,한라산소주공장,한라산소주공장,33.407625,126.256312,제주특별자치도 제주시 한림읍 한림로 555
문화/예술/역사,알뜨르비행장일제지하벙커,알뜨르비행장일제지하벙커,33.20468,126.271706,제주특별자치도 서귀포시 대정읍 상모리 1670
문화/예술/역사,항파두리항몽유적,항파두리항몽유적,33.453495,126.40743,제주특별자치도 제주시 애월읍 항파두리로 50
박물관/전시관/미술관,더플래닛,더플래닛,33.255473,126.413028,제주특별자치도 서귀포시 색달동 2558
박물관/전시관/미술관,제주돌마을공원수석박물관,제주돌마을공원수석박물관,33.354086,126.253649,제주특별자치도 제주시 한림읍 금능남로 421
산업,지속가능환경교육센터,지속가능환경교육센터,33.462191,126.629144,제주특별자치도 제주시 송이길 226
